alias,canonical_id,alias_type,confidence,source
알루미나,alumina,ko,high,KCIA 표준화명칭목록 2026-06-30
알루미늄스타치옥테닐석시네이트,aluminum_starch_octenylsuccinate,synonym,high,KCIA 표준화명칭목록 2026-06-30
알루미늄전분옥테닐석시네이트,aluminum_starch_octenylsuccinate,ko,high,KCIA 표준화명칭목록 2026-06-30
알루미늄하이드록사이드,aluminum_hydroxide,ko,high,KCIA 표준화명칭목록 2026-06-30
알지닌,arginine,ko,high,KCIA 표준화명칭목록 2026-06-30
알진,algin,ko,high,KCIA 표준화명칭목록 2026-06-30
알파-아이소메틸아이오논,alpha_isomethyl_ionone,ko,high,KCIA 표준화명칭목록 2026-06-30
알파-이소메칠이오논,alpha_isomethyl_ionone,synonym,high,KCIA 표준화명칭목록 2026-06-30
암모늄아크릴로일다이메틸타우레이트/브이피코폴리머,ammonium_acryloyldimethyltaurate_vp_copolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
암모늄아크릴로일디메칠타우레이트/브이피코폴리머,ammonium_acryloyldimethyltaurate_vp_copolymer,synonym,high,KCIA 표준화명칭목록 2026-06-30
암모늄폴리아크릴로일다이메틸타우레이트,ammonium_polyacryloyldimethyl_taurate,ko,high,KCIA 표준화명칭목록 2026-06-30
암모늄폴리아크릴로일디메칠타우레이트,ammonium_polyacryloyldimethyl_taurate,synonym,high,KCIA 표준화명칭목록 2026-06-30
약모밀추출물,houttuynia_cordata_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
어성초추출물,houttuynia_cordata_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
에이치디아이/트라이메틸올헥실락톤크로스폴리머,hdi_trimethylol_hexyllactone_crosspolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
에이치디아이/트리메칠올헥실락톤크로스폴리머,hdi_trimethylol_hexyllactone_crosspolymer,synonym,high,KCIA 표준화명칭목록 2026-06-30
에칠렌/프로필렌/스타이렌코폴리머,ethylene_propylene_styrene_copolymer,synonym,high,KCIA 표준화명칭목록 2026-06-30
에칠헥실글리세린,ethylhexylglycerin,synonym,high,KCIA 표준화명칭목록 2026-06-30
에칠헥실메톡시신나메이트,ethylhexyl_methoxycinnamate,ko,high,KCIA 표준화명칭목록 2026-06-30
에칠헥실살리실레이트,ethylhexyl_salicylate,ko,high,KCIA 표준화명칭목록 2026-06-30
에칠헥실트리아존,ethylhexyl_triazone,ko,high,KCIA 표준화명칭목록 2026-06-30
에칠헥실팔미테이트,ethylhexyl_palmitate,synonym,high,KCIA 표준화명칭목록 2026-06-30
에탄올,alcohol,ko,high,KCIA 표준화명칭목록 2026-06-30
에틸렌/프로필렌/스타이렌코폴리머,ethylene_propylene_styrene_copolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
에틸헥실글리세린,ethylhexylglycerin,ko,high,KCIA 표준화명칭목록 2026-06-30
에틸헥실팔미테이트,ethylhexyl_palmitate,ko,high,KCIA 표준화명칭목록 2026-06-30
엑토인,ectoin,ko,high,KCIA 표준화명칭목록 2026-06-30
오렌지껍질오일,citrus_aurantium_dulcis_orange_peel_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
오렌지추출물,citrus_aurantium_dulcis_orange_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
오이열매추출물,cucumis_sativus_cucumber_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
오이추출물,cucumis_sativus_cucumber_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
옥수수전분,zea_mays_corn_starch,ko,high,KCIA 표준화명칭목록 2026-06-30
옥틸도데실스테아로일스테아레이트,octyldodecyl_stearoyl_stearate,ko,high,KCIA 표준화명칭목록 2026-06-30
옥틸도데칸올,octyldodecanol,ko,high,KCIA 표준화명칭목록 2026-06-30
올리브오일,olea_europaea_olive_fruit_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
울금뿌리추출물,curcuma_longa_turmeric_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
유제놀,eugenol,ko,high,KCIA 표준화명칭목록 2026-06-30
유칼립투스잎오일,eucalyptus_globulus_leaf_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
이소노닐이소노나노에이트,isononyl_isononanoate,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소도데칸,isododecane,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소류신,isoleucine,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소스테아릭애씨드,isostearic_acid,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소아밀라우레이트,auricula_vitis_labrusca_fruit_helianthus_tuberosus_tub_kcia_6682,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소프로필미리스테이트,isopropyl_myristate,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소프로필알코올,isopropyl_alcohol,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소프로필티타늄트리이소스테아레이트,isopropyl_titanium_triisostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소프로필팔미테이트,isopropyl_palmitate,synonym,high,KCIA 표준화명칭목록 2026-06-30
이소헥사데칸,isohexadecane,synonym,high,KCIA 표준화명칭목록 2026-06-30
인도멀구슬나무꽃추출물,melia_azadirachta_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
인도멀구슬나무잎추출물,melia_azadirachta_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
잇꽃씨오일,carthamus_tinctorius_safflower_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
자일리톨,xylitol,ko,high,KCIA 표준화명칭목록 2026-06-30
자일리틸글루코사이드,xylitylglucoside,ko,high,KCIA 표준화명칭목록 2026-06-30
잔탄검,xanthan_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
적색202호,lithol_rubine_bca,ko,high,KCIA 표준화명칭목록 2026-06-30
적색227호,fast_acid_magenta,ko,high,KCIA 표준화명칭목록 2026-06-30
적색산화철,iron_oxide_red,ko,high,KCIA 표준화명칭목록 2026-06-30
정제수,water,ko,high,KCIA 표준화명칭목록 2026-06-30
제라니올,geraniol,ko,high,KCIA 표준화명칭목록 2026-06-30
제라닐아세테이트,geranyl_acetate,ko,high,KCIA 표준화명칭목록 2026-06-30
조류추출물,algae_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
징크글루코네이트,zinc_gluconate,ko,high,KCIA 표준화명칭목록 2026-06-30
징크스테아레이트,zinc_stearate,ko,high,KCIA 표준화명칭목록 2026-06-30
참산호말추출물,corallina_officinalis_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
청색1호,brilliant_blue_fcf,ko,high,KCIA 표준화명칭목록 2026-06-30
치자추출물,gardenia_florida_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
카라기난추출물,chondrus_crispus_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
카라멜,caramel,ko,high,KCIA 표준화명칭목록 2026-06-30
카렌둘라꽃추출물,calendula_officinalis_flower_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
카보머,carbomer,ko,high,KCIA 표준화명칭목록 2026-06-30
카올린,kaolin,ko,high,KCIA 표준화명칭목록 2026-06-30
카카오씨드버터,theobroma_cacao_cocoa_seed_butter,synonym,high,KCIA 표준화명칭목록 2026-06-30
카카오씨버터,theobroma_cacao_cocoa_seed_butter,ko,high,KCIA 표준화명칭목록 2026-06-30
카퍼트리펩타이드-1,copper_tripeptide_1,synonym,high,KCIA 표준화명칭목록 2026-06-30
카페인,caffeine,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴로일살리실릭애씨드,capryloyl_salicylic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭/카프릭트라이글리세라이드,caprylic_capric_triglyceride,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭/카프릭트리글리세라이드,caprylic_capric_triglyceride,synonym,high,KCIA 표준화명칭목록 2026-06-30
카프릴릴/카프릴글루코사이드,caprylyl_capryl_glucoside,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릴글라이콜,caprylyl_glycol,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릴메치콘,caprylyl_methicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
카프릴릴메티콘,caprylyl_methicone,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴하이드록사믹애씨드,caprylhydroxamic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘글루코네이트,calcium_gluconate,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘소듐보로실리케이트,calcium_sodium_borosilicate,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘알루미늄보로실리케이트,calcium_aluminum_borosilicate,ko,high,KCIA 표준화명칭목록 2026-06-30
캐모마일꽃추출물,chamomilla_recutita_matricaria_flower_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
코카마이드미파,cocamide_mipa,ko,high,KCIA 표준화명칭목록 2026-06-30
코카미도프로필베타인,cocamidopropyl_betaine,ko,high,KCIA 표준화명칭목록 2026-06-30
코카미도프로필하이드록시설테인,cocamidopropyl_hydroxysultaine,ko,high,KCIA 표준화명칭목록 2026-06-30
코코-글루코사이드,coco_glucoside,ko,high,KCIA 표준화명칭목록 2026-06-30
코코-베타인,coco_betaine,ko,high,KCIA 표준화명칭목록 2026-06-30
코코-카프릴레이트/카프레이트,coco_caprylate_caprate,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛알칸,coconut_alkanes,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛애씨드,coconut_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛야자오일,cocos_nucifera_coconut_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛오일,cocos_nucifera_coconut_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코넛지방산,coconut_acid,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코아버터,theobroma_cacao_cocoa_seed_butter,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩오일,glycine_soja_soybean_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
쿠마린,coumarin,ko,high,KCIA 표준화명칭목록 2026-06-30
쿼터늄-90벤토나이트,quaternium_90_bentonite,ko,high,KCIA 표준화명칭목록 2026-06-30
클로페네신,chlorphenesin,ko,high,KCIA 표준화명칭목록 2026-06-30
타이로신,tyrosine,ko,high,KCIA 표준화명칭목록 2026-06-30
탤크,talc,ko,high,KCIA 표준화명칭목록 2026-06-30
터피네올,terpineol,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라메칠아세틸옥타하이드로나프탈렌,tetramethyl_acetyloctahydronaphthalenes,synonym,high,KCIA 표준화명칭목록 2026-06-30
테트라메틸아세틸옥타하이드로나프탈렌,tetramethyl_acetyloctahydronaphthalenes,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라소듐글루타메이트다이아세테이트,tetrasodium_glutamate_diacetate,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라소듐글루타메이트디아세테이트,tetrasodium_glutamate_diacetate,synonym,high,KCIA 표준화명칭목록 2026-06-30
테트라소듐이디티에이,tetrasodium_edta,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라헥실데실아스코베이트,tetrahexyldecyl_ascorbate,ko,high,KCIA 표준화명칭목록 2026-06-30
토코페롤,tocopherol,ko,high,KCIA 표준화명칭목록 2026-06-30
토코페릴아세테이트,tocopheryl_acetate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-12,trideceth_12,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-6,trideceth_6,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데실트라이멜리테이트,tridecyl_trimellitate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데케인,tridecane,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸실록시실리케이트,trimethylsiloxysilicate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이베헤닌,tribehenin,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이소듐에틸렌다이아민다이석시네이트,trisodium_ethylenediamine_disuccinate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이실록세인,trisiloxane,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에탄올아민,triethanolamine,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에톡시카프릴릴실레인,triethoxycaprylylsilane,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에틸시트레이트,triethyl_citrate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에틸헥사노인,triethylhexanoin,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이하이드록시스테아린,trihydroxystearin,ko,high,KCIA 표준화명칭목록 2026-06-30
트레오닌,threonine,ko,high,KCIA 표준화명칭목록 2026-06-30
트레할로스,trehalose,synonym,high,KCIA 표준화명칭목록 2026-06-30
트레할로오스,trehalose,ko,high,KCIA 표준화명칭목록 2026-06-30
트로메타민,tromethamine,ko,high,KCIA 표준화명칭목록 2026-06-30
트리데세스-12,trideceth_12,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데세스-6,trideceth_6,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데실트리멜리테이트,tridecyl_trimellitate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데칸,tridecane,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠실록시실리케이트,trimethylsiloxysilicate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리베헤닌,tribehenin,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리소듐에칠렌디아민디석시네이트,trisodium_ethylenediamine_disuccinate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리실록산,trisiloxane,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에칠시트레이트,triethyl_citrate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에칠헥사노인,triethylhexanoin,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에탄올아민,triethanolamine,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에톡시카프릴릴실란,triethoxycaprylylsilane,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리하이드록시스테아린,trihydroxystearin,synonym,high,KCIA 표준화명칭목록 2026-06-30
티타늄디옥사이드,titanium_dioxide,ko,high,KCIA 표준화명칭목록 2026-06-30
틴옥사이드,tin_oxide,ko,high,KCIA 표준화명칭목록 2026-06-30
파네솔,farnesol,ko,high,KCIA 표준화명칭목록 2026-06-30
파라핀,paraffin,ko,high,KCIA 표준화명칭목록 2026-06-30
파이틱애씨드,phytic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
팔미토일펜타펩타이드-3,palmitoyl_pentapeptide_4,synonym,high,KCIA 표준화명칭목록 2026-06-30
패션프룻씨오일,passiflora_edulis_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
페네칠알코올,phenethyl_alcohol,synonym,high,KCIA 표준화명칭목록 2026-06-30
페네틸알코올,phenethyl_alcohol,ko,high,KCIA 표준화명칭목록 2026-06-30
페녹시에탄올,phenoxyethanol,ko,high,KCIA 표준화명칭목록 2026-06-30
페닐알라닌,phenylalanine,ko,high,KCIA 표준화명칭목록 2026-06-30
페닐트라이메티콘,phenyl_trimethicone,ko,high,KCIA 표준화명칭목록 2026-06-30
페닐트리메치콘,phenyl_trimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
페닐프로판올,phenylpropanol,ko,high,KCIA 표준화명칭목록 2026-06-30
페퍼민트오일,mentha_piperita_peppermint_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나 메이트,pentaerythrityl_tetra_di_t_butyl_hydroxyhydrocinnamate,ko,high,KCIA 표준화명칭목록 2026-06-30
펜타에리스리틸테트라-디-t-부틸하이드록시하이드로신나메 이트,pentaerythrityl_tetra_di_t_butyl_hydroxyhydrocinnamate,synonym,high,KCIA 표준화명칭목록 2026-06-30
펜타에리스리틸테트라아이소스테아레이트,pentaerythrityl_tetraisostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
펜타에리스리틸테트라이소스테아레이트,pentaerythrityl_tetraisostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
펜틸렌글라이콜,pentylene_glycol,ko,high,KCIA 표준화명칭목록 2026-06-30
포도씨오일,vitis_vinifera_grape_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
포스포리피드,phospholipids,ko,high,KCIA 표준화명칭목록 2026-06-30
포타슘세틸포스페이트,potassium_cetyl_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
포타슘소르베이트,potassium_sorbate,synonym,high,KCIA 표준화명칭목록 2026-06-30
포타슘솔베이트,potassium_sorbate,ko,high,KCIA 표준화명칭목록 2026-06-30
포타슘클로라이드,potassium_chloride,ko,high,KCIA 표준화명칭목록 2026-06-30
포타슘하이드록사이드,potassium_hydroxide,ko,high,KCIA 표준화명칭목록 2026-06-30
포트마리골드꽃추출물,calendula_officinalis_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글루타믹애씨드,polyglutamic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세린-3,polyglycerin_3,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-10라우레이트,polyglyceryl_10_laurate,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-2트라이아이소스테아레이트,polyglyceryl_2_triisostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-2트리이소스테아레이트,polyglyceryl_2_triisostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-3다이아이소스테아레이트,polyglyceryl_3_diisostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-3디이소스테아레이트,polyglyceryl_3_diisostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-3메칠글루코오스디스테아레이트,polyglyceryl_3_methylglucose_distearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-3메틸글루코오스다이스테아레이트,polyglyceryl_3_methylglucose_distearate,ko,high,KCIA 표준화명칭목록 2026-06-30
폴리글리세릴-3폴리리시놀리에이트,polyglyceryl_3_polyricinoleate,ko,high,KCIA 표준화명칭목록 2026-06-30
