portfolio_rank,ingredient_id,name_ko,name_en,effect_id,effect_name,product_count,selection_policy,signal_strength,signal_functions,best_evidence_tier,best_signal_score,best_relation_scope,best_applicability,best_pmid,best_title,screening_status,review_status,score_change
497,diethylhexyl_syringylidenemalonate,다이에틸헥실시링질리덴말로네이트,Diethylhexyl Syringylidenemalonate,effect_moisture_barrier,보습·장벽,480,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
498,coconut_alkanes,코코넛알칸,Coconut Alkanes,effect_moisture_barrier,보습·장벽,476,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
499,hydrogenated_coco_glycerides,하이드로제네이티드코코-글리세라이즈,Hydrogenated Coco-Glycerides,effect_moisture_barrier,보습·장벽,476,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
500,citrus_glauca_fruit_extract,데저트라임열매추출물,Citrus Glauca Fruit Extract,effect_moisture_barrier,보습·장벽,13,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
501,hamamelis_virginiana_witch_hazel_flower_water,버지니아풍년화꽃수,Hamamelis Virginiana (Witch Hazel) Flower Water,effect_calming,진정,13,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
502,paulownia_tomentosa_leaf_extract,참오동나무잎추출물,Paulownia Tomentosa Leaf Extract,effect_calming,진정,13,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
503,phalaenopsis_amabilis_extract,팔라애놉시스 아마빌리스추출물,Phalaenopsis Amabilis Extract,effect_moisture_barrier,보습·장벽,13,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
504,polyglycerin_4,폴리글리세린-4,Polyglycerin-4,effect_moisture_barrier,보습·장벽,13,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
505,rosa_canina_seed_extract,로즈힙씨추출물,Rosa Canina Seed Extract,effect_moisture_barrier,보습·장벽,13,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
506,salix_alba_willow_bark_water,흰버드나무껍질수,Salix Alba (Willow) Bark Water,effect_calming,진정,13,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
